   7.3282395e+05   3.3710000e+03
   7.3282395e+05   9.4200000e+02
   7.3282395e+05  -2.5690000e+03
   7.3282395e+05  -1.6070000e+03
   7.3282395e+05  -3.1000000e+01
   7.3282395e+05   2.2300000e+03
   7.3282395e+05   4.2600000e+02
   7.3282395e+05  -7.2800000e+02
   7.3282395e+05  -4.3000000e+01
   7.3282395e+05  -1.9500000e+02
   7.3282395e+05   5.8500000e+02
   7.3282395e+05   7.2000000e+01
   7.3282395e+05  -7.6000000e+02
   7.3282395e+05   2.9700000e+02
   7.3282395e+05   2.3910000e+03
   7.3282395e+05   8.7700000e+02
   7.3282395e+05  -2.9820000e+03
   7.3282395e+05  -9.0700000e+02
   7.3282395e+05   1.4380000e+03
   7.3282395e+05  -5.5100000e+02
   7.3282395e+05   8.0400000e+02
   7.3282395e+05   2.7850000e+03
   7.3282395e+05   4.3000000e+01
   7.3282395e+05  -1.5370000e+03
   7.3282395e+05   2.3600000e+02
   7.3282395e+05  -8.3000000e+01
   7.3282395e+05   7.8000000e+02
   7.3282395e+05   3.9340000e+03
   7.3282395e+05   1.3200000e+03
   7.3282395e+05  -3.8920000e+03
   7.3282395e+05  -7.7300000e+02
   7.3282395e+05   3.7440000e+03
   7.3282395e+05   7.2700000e+02
   7.3282395e+05  -5.5500000e+02
   7.3282395e+05   6.1800000e+02
   7.3282395e+05   2.9700000e+02
   7.3282395e+05  -6.9200000e+02
   7.3282395e+05  -3.0700000e+02
   7.3282395e+05   3.1020000e+03
   7.3282395e+05   1.8810000e+03
   7.3282395e+05  -9.4200000e+02
   7.3282395e+05  -2.5000000e+01
   7.3282395e+05  -1.6730000e+03
   7.3282395e+05  -6.9300000e+02
   7.3282395e+05   1.7960000e+03
   7.3282395e+05   7.4700000e+02
   7.3282395e+05   6.3300000e+02
   7.3282395e+05   9.6000000e+01
   7.3282395e+05   2.5100000e+02
   7.3282395e+05  -5.1300000e+02
   7.3282395e+05  -9.5900000e+02
   7.3282395e+05   1.0830000e+03
   7.3282395e+05   3.4400000e+02
   7.3282395e+05   9.0200000e+02
   7.3282395e+05   1.9040000e+03
   7.3282395e+05  -1.1720000e+03
   7.3282395e+05  -9.4900000e+02
   7.3282395e+05   1.6490000e+03
   7.3282395e+05   7.0000000e+02
   7.3282395e+05  -7.5100000e+02
   7.3282395e+05   1.8200000e+03
   7.3282395e+05   2.5820000e+03
   7.3282395e+05  -8.5500000e+02
   7.3282395e+05   2.1800000e+02
   7.3282395e+05   1.4270000e+03
   7.3282395e+05  -4.2100000e+02
   7.3282395e+05  -9.0100000e+02
   7.3282395e+05   1.4270000e+03
   7.3282395e+05   9.0800000e+02
   7.3282395e+05   3.1500000e+02
   7.3282395e+05   1.8480000e+03
   7.3282395e+05  -1.2640000e+03
   7.3282395e+05  -3.9700000e+02
   7.3282395e+05   1.1310000e+03
   7.3282395e+05   1.7940000e+03
   7.3282395e+05   1.0930000e+03
   7.3282395e+05  -2.4720000e+03
   7.3282395e+05  -1.0130000e+03
   7.3282395e+05  -7.7600000e+02
   7.3282395e+05   2.2000000e+01
   7.3282395e+05   1.4020000e+03
   7.3282395e+05   3.9400000e+02
   7.3282395e+05   3.7000000e+02
   7.3282395e+05  -1.8280000e+03
   7.3282395e+05  -1.6940000e+03
   7.3282395e+05   3.1200000e+02
   7.3282395e+05  -2.7900000e+02
   7.3282395e+05   1.4660000e+03
   7.3282395e+05   6.1000000e+01
   7.3282395e+05  -2.2050000e+03
   7.3282395e+05  -4.9800000e+02
   7.3282395e+05  -4.6900000e+02
   7.3282395e+05   1.1370000e+03
   7.3282395e+05   1.3540000e+03
   7.3282395e+05  -8.2200000e+02
   7.3282395e+05  -6.5200000e+02
   7.3282395e+05  -8.9700000e+02
   7.3282395e+05  -1.6610000e+03
   7.3282395e+05  -7.0400000e+02
   7.3282395e+05  -2.3200000e+02
   7.3282395e+05   5.8000000e+02
   7.3282395e+05  -7.2000000e+01
   7.3282395e+05  -2.2850000e+03
   7.3282395e+05  -6.8800000e+02
   7.3282395e+05  -8.3200000e+02
   7.3282395e+05  -3.2100000e+02
   7.3282395e+05   7.1900000e+02
   7.3282395e+05  -1.5100000e+03
   7.3282395e+05  -1.9400000e+03
   7.3282395e+05  -2.1640000e+03
   7.3282395e+05  -1.6800000e+02
   7.3282395e+05   8.0800000e+02
   7.3282395e+05   7.8600000e+02
   7.3282395e+05   6.6400000e+02
   7.3282395e+05  -2.3510000e+03
   7.3282395e+05  -5.2900000e+02
   7.3282395e+05   1.9300000e+02
   7.3282395e+05  -8.0000000e+01
   7.3282395e+05   3.6600000e+02
   7.3282395e+05  -1.2350000e+03
   7.3282395e+05   4.0000000e+02
   7.3282395e+05   1.5080000e+03
   7.3282395e+05   9.3100000e+02
   7.3282395e+05  -9.6300000e+02
   7.3282395e+05   3.5700000e+02
   7.3282395e+05  -5.2700000e+02
   7.3282395e+05  -1.6150000e+03
   7.3282395e+05   2.3010000e+03
   7.3282395e+05   7.1400000e+02
   7.3282395e+05  -4.8800000e+02
   7.3282395e+05  -4.8300000e+02
   7.3282395e+05  -8.0000000e+01
   7.3282395e+05  -3.4600000e+02
   7.3282395e+05  -1.2900000e+02
   7.3282395e+05   1.0600000e+03
   7.3282395e+05  -2.1530000e+03
   7.3282395e+05   2.1300000e+02
