   7.3282395e+05  -7.7800000e+02
   7.3282395e+05  -5.5900000e+02
   7.3282395e+05  -2.9360000e+03
   7.3282395e+05  -1.8890000e+03
   7.3282395e+05  -1.3400000e+02
   7.3282395e+05  -8.3500000e+02
   7.3282395e+05  -1.1410000e+03
   7.3282395e+05  -1.9680000e+03
   7.3282395e+05  -1.2880000e+03
   7.3282395e+05  -1.1200000e+03
   7.3282395e+05  -1.3120000e+03
   7.3282395e+05  -1.7010000e+03
   7.3282395e+05  -1.8250000e+03
   7.3282395e+05  -1.2120000e+03
   7.3282395e+05  -1.0380000e+03
   7.3282395e+05  -1.4230000e+03
   7.3282395e+05  -1.9370000e+03
   7.3282395e+05  -1.4710000e+03
   7.3282395e+05  -1.3660000e+03
   7.3282395e+05  -1.6490000e+03
   7.3282395e+05  -1.8840000e+03
   7.3282395e+05  -1.8060000e+03
   7.3282395e+05  -1.1510000e+03
   7.3282395e+05  -3.5500000e+02
   7.3282395e+05  -1.0940000e+03
   7.3282395e+05  -2.0570000e+03
   7.3282395e+05  -2.7720000e+03
   7.3282395e+05  -2.6340000e+03
   7.3282395e+05  -1.0900000e+03
   7.3282395e+05  -6.8900000e+02
   7.3282395e+05  -1.7000000e+02
   7.3282395e+05  -1.0130000e+03
   7.3282395e+05  -2.6560000e+03
   7.3282395e+05  -2.9650000e+03
   7.3282395e+05  -2.3410000e+03
   7.3282395e+05  -1.1000000e+03
   7.3282395e+05  -6.3900000e+02
   7.3282395e+05  -8.7300000e+02
   7.3282395e+05  -2.0610000e+03
   7.3282395e+05  -2.8550000e+03
   7.3282395e+05  -2.2360000e+03
   7.3282395e+05  -1.4970000e+03
   7.3282395e+05  -1.1430000e+03
   7.3282395e+05  -1.4850000e+03
   7.3282395e+05  -2.2000000e+03
   7.3282395e+05  -2.3890000e+03
   7.3282395e+05  -2.1590000e+03
   7.3282395e+05  -1.7460000e+03
   7.3282395e+05  -1.4200000e+03
   7.3282395e+05  -1.6560000e+03
   7.3282395e+05  -2.3330000e+03
   7.3282395e+05  -2.4750000e+03
   7.3282395e+05  -2.2100000e+03
   7.3282395e+05  -1.7990000e+03
   7.3282395e+05  -7.8200000e+02
   7.3282395e+05  -1.0440000e+03
   7.3282395e+05  -2.4670000e+03
   7.3282395e+05  -3.4950000e+03
   7.3282395e+05  -2.7140000e+03
   7.3282395e+05  -9.7900000e+02
   7.3282395e+05  -7.8200000e+02
   7.3282395e+05  -1.4800000e+03
   7.3282395e+05  -2.3550000e+03
   7.3282395e+05  -2.1030000e+03
   7.3282395e+05  -1.9150000e+03
   7.3282395e+05  -1.2860000e+03
   7.3282395e+05   3.4000000e+02
   7.3282395e+05  -5.6300000e+02
